name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
Iveagh Bistro,"10-13, Parkgate Street, Dublin",53.348067,-6.291069,Check local listings,https://www.ashlinghotel.ie/bistro-bar,,Oxmantown,
Wicklow Arms,"Church Road, Delgany",53.132968,-6.092053,Check local listings,,,Delgany,Wicklow
Gallagher's Sports Bar,,54.212823,-5.889423,Check local listings,,,Newcastle,
Parker's Pub,,52.350501,-9.625029,Check local listings,,,Kilflynn,
Herbert's Bar,,52.350356,-9.624937,Check local listings,,,Kilflynn,
Jolly Swagman Bar,,51.833553,-10.171864,Check local listings,,,Waterville,Kerry
Queen's Cafe Bar,,54.59816,-5.930891,Check local listings,,,Belfast,
The Fiddlers Inn,"36, Main Street",54.620368,-6.215186,Check local listings,,+44 28 9445 2221,Crumlin,
Paddy Ryan's Pub,,52.408724,-7.074661,Check local listings,,,Listerlin,Kilkenny
The Corner House Pub,,54.999014,-7.311167,Check local listings,https://theebringtonhotel.com/eat-drink/corner-house-bar-lounge/,,Clooney,
The Sports Bar,Ballinaboola,52.369373,-6.837262,Check local listings,,,Ballinaboola,
The Bridge Tavern,,53.980147,-7.046661,Check local listings,,,Canningstown,
The Stables,,54.193095,-7.705031,Check local listings,,,Swanlinbar,
The Welcome Inn,,54.193574,-7.705005,Check local listings,,,Swanlinbar,
Keogans,,53.8216,-6.74822,Check local listings,,,Nobber,
Mackeys Bar,"Bohernanave, Thurles",52.679817,-7.822428,Check local listings,,,Thurles,Tipperary
The Hog and Hound,,51.971509,-8.760177,Check local listings,,,Donoughmore,Cork
Boat House,,55.218341,-6.544843,Check local listings,,,Portballintrae,
The Swan Bar,,54.193165,-7.704659,Check local listings,,,Swanlinbar,
The Rocks of Bawn,,54.121114,-7.675891,Check local listings,,,Bawnboy,
Bann View Social,,55.148287,-6.678022,Th 11:30-23:00; Fr 11:30-17:00,,,Coleraine,
The Village Inn,"Village Business Centre, Kilkenny",52.646257,-7.251161,Check local listings,,,Kilkenny,
Harry's Bar,"1, Main Street, Kinsale",51.70568,-8.52391,Check local listings,,,Kinsale,
Dore's,,52.667514,-7.266641,Check local listings,,,Kilkenny,
J.J. Hough’s,"Main Street, Banagher",53.19032,-7.987448,Check local listings,,,Banagher,Offaly
Colfer's Pub,Carrig-on-Bannow,52.239932,-6.731496,Check local listings,,,Carrick,
Snug,,52.75554,-6.53973,Check local listings,,,Shillelagh,
Corrigans Bar,,51.901411,-8.466075,Check local listings,,,Cork,
MacCurtain Wine Cellar,,51.901168,-8.466428,Check local listings,,,Cork,
The Chaser,,53.72676,-6.877515,Check local listings,,,Kells,Meath
The Snug Bar,,53.115911,-9.148079,Check local listings,,,Ballyvaughan,
Conoles,,53.138914,-8.937714,Check local listings,,,Kinvarra,
Townsend,,52.502021,-7.29716,Check local listings,,,Dunnamaggan,Kilkenny
Criterion Bar and Coffee House,"2-4, Antrim Road, Belfast",54.607789,-5.936865,Check local listings,,+442890755545,Carrick Hill,
Dan and Mollys,Ballyboy,53.173713,-7.696937,Check local listings,,,Ballyboy,Offaly
Lemon & Duke,"1, Duke Lane Upper, Dublin",53.341556,-6.259131,Check local listings,https://www.lemonandduke.ie,,Dublin,
Murtaghs,,53.851193,-7.604062,Check local listings,,,Aughnacliffe,
Walshs,,52.331431,-9.38209,Check local listings,,068 46384,Knocknagashel,
The Phoenix Tavern,"East End, Bundoran",54.481044,-8.271674,Check local listings,,,Bundoran,
The Chasin' Bull,"Main Street, Bundoran",54.48021,-8.275171,Check local listings,,,Bundoran,
The Gate Clock,Dublin Airport,53.426337,-6.245579,Check local listings,,,Santry,Dublin
The Barrel & Castle,,53.858356,-9.298293,Check local listings,,,Castlebar,
McHugh’s,"1-2, Cord Road, Drogheda",53.716031,-6.346841,Check local listings,,,Drogheda,
Admirals,,53.71456,-6.349925,Check local listings,,,Drogheda,
The Mariner,,53.713936,-6.348889,Check local listings,,,Drogheda,
Sally O'Brien's Bar,,52.798186,-6.153998,Check local listings,,,Arklow,Wicklow
N. Kavanagh,,52.798184,-6.15465,Check local listings,,,Arklow,Wicklow
The Gin Mill,,52.798178,-6.154858,Check local listings,,,Arklow,Wicklow
Ardgroom Village,,51.734084,-9.896662,Check local listings,,,Ardgroom,
O'Sullivans Vintage Social,,52.26022,-7.105566,Check local listings,,,Waterford,
T. Humphrey’s,"79-81, Ranelagh, Ranelagh",53.324104,-6.252288,Check local listings,,,Ranelagh,Dublin
Smyth’s,"75-77, Ranelagh, Ranelagh",53.324124,-6.252349,Check local listings,,,Ranelagh,Dublin
The Sportsmans Rest,,51.811756,-8.530283,Check local listings,,,Ballinhassig,Cork
The Ballymac Inn,,54.067838,-7.682474,Check local listings,,,Newtown Gore,
John Farrell's,,53.811673,-6.944977,Check local listings,,,Mullagh,
The Mint,,53.345514,-6.258292,Check local listings,,,Dublin,
Nelligan’s Bar & Restaurant,"Dublin Road, Castletroy",52.378865,-7.486442,Check local listings,https://www.kilmurrylodge.com/dining/nelligans-bar-and-restaurant/,+35361331133,Ballyneale,
Tyrell's,,53.811394,-6.944489,Check local listings,,,Mullagh,
Jacob's Well Bar,"41, Main Street, Rathdrum",52.932694,-6.230776,Check local listings,,,Rathdrum,Wicklow
Dungeon Bar,"Killiney Hill Road, Killiney",53.269281,-6.112998,Check local listings,https://www.fitzpatrickcastle.com/dungeon-bar.html,,Killiney,Dublin
The Hollywood Inn,Hollywood,53.092537,-6.596755,Check local listings,,,Hollywood,Wicklow
The Corkscrew,Doocharry,54.905792,-8.207984,Check local listings,,,An Dúchoraidh,Donegal
Point A Hotel Bar,"17-19, Moore Lane, Dublin",53.351733,-6.262738,Check local listings,,,Dublin,
Acton’s Country Pub,"Macreddin Village, Aughrim",52.879683,-6.331048,Check local listings,https://www.brooklodge.com/dine/actons-country-pub-orchard-cafe/,,Aughrim,Wicklow
The Corner Bar,,54.550288,-7.16195,Check local listings,,,Beragh,
Farleys,,54.550246,-7.160012,Check local listings,,,Beragh,
Dan’s Bar,,51.906568,-8.98054,Check local listings,,,Macroom,Cork
Duende,,53.701641,-6.309788,Check local listings,,,Donacarney,Meath
The Fallow Kitchen & Bar,"Dublin Airport, Swords",53.425215,-6.240592,Check local listings,,,Santry,Dublin
The Spotted Dog,,52.651441,-8.617105,Check local listings,,,Limerick,
The Millvale Bar,,54.192753,-6.374682,Check local listings,,,Bessbrook,
O'Loughlin's,"Main Street, Ferns",52.58967,-6.495781,Check local listings,,,Ferns,Wexford
Dunbars of Ferns,"Main Street, Ferns",52.589672,-6.494505,Check local listings,,,Ferns,Wexford
Cornerstone,"1, Queen Street, Enniskillen",54.347252,-7.644038,Check local listings,,,Enniskillen,
New Inn Bar and Guesthouse,,53.864346,-7.205597,Check local listings,,,Ballyjamesduff,Cavan
The Nally Stand,"63-67, Tempo",54.378071,-7.459999,Check local listings,,,Tempo,
Cooper’s Corner,"1, Bow Bridge, Dublin",53.342514,-6.296672,Check local listings,,,Kilmainham,Dublin
El Fenix,,51.896992,-8.466763,Check local listings,,,Cork,
Hartnett's Bar,"118, Main Street, Castleisland",52.232748,-9.459945,Su-Th 18:30-00:00; Fr 18:30-01:00; Sa 18:30-02:00,https://hartnetts-bar.edan.io/,066 714 1357,Castleisland,Kerry
The Rob Roy,"28-29, Cook Street, Cork",51.897424,-8.471732,"Mo-Th 11:00-23:30; Fr 11:00-24:00; Sa 00:00-00:30,11:00-24:00; Su 00:00-00:30,12:30-23:00",,,Cork,
Hyde,,53.341554,-6.259333,Check local listings,,,Dublin,
The Bodhrán,,53.406469,-7.465079,Check local listings,,,Castletown Geoghegan,
The Oliver Plunkett,"116, Oliver Plunkett Street, Cork",51.89824,-8.469606,"Mo-Th 10:30-22:15; Fr,Sa 10:30-24:00; Su 10:30-22:00",https://theoliverplunkett.com/,+353 021 422 2779,Cork,
Langtry's Bar,"Granard Street, Ballyjamesduff",53.863667,-7.207925,Check local listings,,,Ballyjamesduff,Cavan
McBride's,,53.863985,-7.20736,Check local listings,,,Ballyjamesduff,Cavan
Soden's,,53.863881,-7.207346,Check local listings,,,Ballyjamesduff,Cavan
Farrell's Bar,,53.86308,-7.207319,Check local listings,,,Ballyjamesduff,Cavan
The Beer Garden,,53.863353,-7.206645,Check local listings,,,Ballyjamesduff,Cavan
Cheers,,53.863822,-7.206117,Check local listings,,,Ballyjamesduff,Cavan
Ormond,,52.372596,-7.587707,Check local listings,,,Kilsheelan,
JJ Killeen's,Rachra Park,53.279719,-8.044911,Sa-Th 09:30-23:30; Fr 09:30-12:30,https://www.jjkilleens.ie/,(090) 967 4119,Shannonbridge,
Harvey’s Bar,Lough Eske,54.695774,-8.053755,Check local listings,https://www.harveyspoint.com/bar-terrace.html,,Donegal,
An Shebeen,"Carter Square, Belmullet",54.223602,-9.987704,Check local listings,,,Béal an Mhuirthead,
Fox's Den,,52.311879,-7.176723,Check local listings,,,Kilmacow,Kilkenny
Donnelly's Bar - The Silverbridge Inn,,54.1016,-6.527475,Check local listings,,,Silverbridge,
Carnaross Inn,,53.750929,-6.956261,Check local listings,,,Carnaross,Meath
Green Roads,,52.913734,-7.616822,Check local listings,,,Ballybrophy,Laois
Wilkin's of Church Hill,,54.988524,-7.891761,Check local listings,,,Meentubbrid,
John F. Kenny Bar,,52.75489,-6.53657,Check local listings,,,Shillelagh,
An Sibín,"24, Princes Street, Cork",51.896711,-8.472834,Check local listings,,,Cork,
Murphy’s Bar,"Market Square, Kilkee",52.680371,-9.645183,Check local listings,,,Kilkee,Clare
O'Driscolls,"Charlotte Street, Wexford",52.340894,-6.462183,Check local listings,https://www.odriscollsirishwhiskey.com/,,Wexford,Wexford
Woodstock Arms Bar,,52.48857,-7.065114,Check local listings,https://www.woodstockarms.ie/bar,,Inistioge,Kilkenny
An Sibín,"24, Princes Street",51.896719,-8.472857,Check local listings,https://ansibincork.ie,,Cork,
Vista,,51.849765,-8.490146,Mo-Su 08:00-23:00,https://www.corkairport.com/at-the-airport/lounges-shops-restaurants/restaurants-caf%C3%A9s-bars,,Lehenaghmore,
The Drop Inn,,53.972581,-6.921641,Check local listings,,,Shercock,Cavan
Canty’s Bar,Connolly Street,51.914415,-8.172118,Check local listings,,,Midleton,Cork
The Moxy Bar,"Camden Place, Cork",51.901129,-8.471861,Check local listings,https://www.marriott.com/en-us/hotels/orkox-moxy-cork/dining/,,Cork,
O’Carroll’s Bridge Lane,"42-45, Bridge Street, Tralee",52.269162,-9.70806,Check local listings,https://www.thejames.ie/bridge-lane.html,,Tralee,Kerry
J Turners Bar,"22, Castle Street Lower",52.269144,-9.70298,Check local listings,http://turners-bar-308792.webfom.com/,,Tralee,Kerry
Fiddlers Green,,51.622491,-8.88629,Check local listings,https://m.facebook.com/people/Fiddlers-Green-Fiddlers-Green/100054633901303/,,Clonakilty,Cork
The Gables,"32, Douglas Street",51.893401,-8.470184,Check local listings,http://www.thegablesbar.com/,,South Parish,
The Morris Bar,"15, Talbot Street",53.350724,-6.255348,Check local listings,https://themorrisbar.ie/,,Dublin,
Connie Foxe's Bar and Steakhouse,"27, Denny Street, Tralee",52.268684,-9.705084,Check local listings,,,Tralee,Kerry
Dave Clarke's,,52.475191,-8.547417,Check local listings,,,Bruff,Limerick
Quinlan's Lounge,,52.474927,-8.162629,Check local listings,,,Tipperary,Tipperary
Denis Leahy,,52.474139,-8.16228,Check local listings,,,Tipperary,Tipperary
Irish's Bar,,52.451862,-7.251094,Check local listings,,,Hugginstown,Kilkenny
Polly's,,52.791426,-7.839503,Check local listings,,,Templemore,Tipperary
Bay View Tavern,,54.087657,-6.258725,Check local listings,,,Omeath,
Four Seasons Bar,"20, Castle Street Upper, Tralee",52.269064,-9.700888,Check local listings,,,Tralee,Kerry
The Leopardstown Inn,,53.279317,-6.196931,Check local listings,,,Leopardstown,Dublin
the Granary,,52.678415,-7.813095,Check local listings,,,Thurles,Tipperary
Cusacks Bar,"Liberty Square, Thurles",52.679355,-7.81206,Check local listings,https://hayeshotel.ie/restaurant-and-bar/,,Thurles,Tipperary
McKenna's Bar,"62, Monaghan",54.248301,-6.967848,"Mo,Tu 09:00-17:00,19:00-23:30; We 19:00-23:30; Th 18:00-00:00; Fr 18:00-00:30; Sa 15:00-00:30; Su 16:00-23:00; PH 18:00-23:30",,+353 47 81789,Monaghan,Monaghan
The Shambles Bar,"32, Dublin Street, Monaghan",54.247302,-6.966005,Check local listings,,+353 47 71417,Monaghan,Monaghan
Railway Tavern,Camp Junction,52.22628,-9.894008,Th 17:00-23:00; Fr-Su 17:00-23:30,,,Camp,Kerry
McCaffrey’s,"35-37, Bridge Street, Tralee",52.269427,-9.707754,Check local listings,,,Tralee,Kerry
Mae’s,"38, Bridge Street, Tralee",52.269399,-9.707767,Check local listings,,,Tralee,Kerry
Kino Events House,,51.897415,-8.481025,Check local listings,https://www.facebook.com/thekinocork/,083 046 5599,Cork,
J. Lee,,52.711284,-8.407706,Check local listings,,,Newport,
Snug Bar,"South Main Street, Wexford",52.335916,-6.459345,Check local listings,https://www.buglerdoyles.ie/,,Wexford,Wexford
Finn’s Bar,"6, Seaview, Warrenpoint",54.098741,-6.24936,Check local listings,https://www.thewhistledownhotel.com/finns-bar-and-pizzeria.html,,Warrenpoint,
Shannigan's Gastro Pub,The Inn at Dromoland,52.789584,-8.914889,Check local listings,,+353 61 368 161,Newmarket on Fergus,Clare
Ó Súilleabháin,,51.897601,-8.477688,Check local listings,,,Cork,
Rearden’s,"25-26, Washington Street, Cork",51.897564,-8.478116,Check local listings,https://www.reardens.com/,(021)20465208100,Cork,
The Hazel,,53.35532,-7.411098,Check local listings,,,Tyrrellspass,
O'Sheas Bar,,52.159734,-7.150317,Check local listings,,,Tramore,Waterford
Barrett's,"70, Rock Street, Tralee",52.272614,-9.706867,Check local listings,,,Tralee,Kerry
Linnane's Bar,"71, Rock Street, Tralee",52.272529,-9.706929,Check local listings,,,Tralee,Kerry
The Castle Bar,"77, Rock Street, Tralee",52.272087,-9.707313,Check local listings,,,Tralee,Kerry
Harley's,,54.799391,-7.781814,Check local listings,,,Ballybofey,Donegal
Curley's Bar,,53.091747,-8.220757,Check local listings,,,Portumna,Galway
Garrihy's Bar,,52.667362,-9.538048,Check local listings,,,Monmore,
Intermission Bar,"13, Carey's Lane",51.898696,-8.47375,Check local listings,,,Cork,
Le Petite Renard,"2, Sundrive Road",53.31966,-6.291157,"We-Th 17:30-22:00; Fr 17:30-23:00; Su 10:00-15:00; Sa 10:00-15:00, 17:30-23:00",,,Kimmage,
Teac Jack,,55.115177,-8.28711,Check local listings,https://www.teacjack.com/pub.html,,Bun na Leaca,Donegal
Ma Dermott's,,53.606582,-8.559657,Check local listings,,,Glenamaddy,
Comer's,,53.606852,-8.56033,Check local listings,,,Glenamaddy,
M. Keaveny,,53.606596,-8.560238,Check local listings,,,Glenamaddy,
Harte's Corner House,,53.606676,-8.559956,Check local listings,,,Glenamaddy,
Jack Mac's,"52, Ashe Street, Tralee",52.269581,-9.70458,Check local listings,,,Tralee,Kerry
The Loft,,54.59557,-5.930142,Check local listings,,,Belfast,
The Tanyard,"Main Street, Skibbereen",51.549268,-9.266768,Check local listings,,,Skibbereen,Cork
Fitzgeralds,,52.398834,-8.572864,Check local listings,,,Kilmallock,Limerick
Houlihan's Bar,,52.398766,-8.572615,Check local listings,,,Kilmallock,Limerick
Daffy's,,52.39992,-8.573938,Check local listings,,,Kilmallock,Limerick
Golden Vale Bar,,52.396251,-8.565198,Check local listings,,,Kilmallock,Limerick
The Cosey Kitchen,,52.425835,-8.459562,Check local listings,,,Elton,Limerick
Paddy's,,52.475453,-8.547359,Check local listings,,,Bruff,Limerick
Devane's,,52.471139,-8.432425,Check local listings,,,Hospital,
Osbourne,,52.692646,-6.645306,Check local listings,,,Watch House Village,Wexford
Séan O'Dúinn,,52.69576,-6.648909,Check local listings,,,Clonegal,
Ardattin Inn,,52.753628,-6.706817,Check local listings,,,Ardattin,
Whelan's,,52.604254,-8.248656,Check local listings,,,Doon,
Patrick Ryan,,52.603968,-8.245426,Check local listings,,,Doon,
Kelly's,,52.603898,-8.246591,Check local listings,,,Doon,
Mike Buckley,,52.604115,-8.247184,Check local listings,,,Doon,
Moore,,52.604405,-8.248202,Check local listings,,,Doon,
R. Martin,,52.604244,-8.249324,Check local listings,,,Doon,
The Bridge Inn,,52.615354,-8.33635,Check local listings,,,Cappamore,
Liquor xXx,"2A, Ventry Street, Belfast",54.59177,-5.932783,Check local listings,https://www.liquorxxxbelfast.com/,,Sandy Row,
The Stroller,,52.597192,-8.548352,Check local listings,,,Ballyneety,Limerick
Quinn's,,53.363543,-6.258056,Check local listings,,,Drumcondra,Dublin
Percy French,,53.991312,-7.360079,Check local listings,,,Cavan,
The Laurel Bar,,51.895318,-8.47254,Check local listings,,,South Parish,
Strand Bar,,52.345781,-7.414855,Check local listings,,,Carrick-on-Suir,
Sean Rua's Bar,"Main Street, Bundoran",54.480279,-8.27494,Check local listings,,,Bundoran,
Kee’s Hotel Bar,"Main Street, Stranorlar",54.804768,-7.76896,Check local listings,,,Stranorlar,Donegal
Browne’s,"27, Main Street, Castleisland",52.230868,-9.463952,"Mo-Th 19:00-24:00, Fr,Sa 19:00-01:00, Su 19:00-24:00",,,Castleisland,Kerry
Byrne's Lounge,,52.827039,-6.568886,Check local listings,,,Clonmore,
John Byrnes,,52.774139,-6.616261,Check local listings,,,Coolkenna Street,
Playboy Inn,,54.100775,-7.320405,Check local listings,,,Redhills,
Tigh Mary Donal's,"Muckross Road, Killarney",52.050146,-9.506204,Check local listings,,,Killarney,Kerry
Coach Inn,"1, Anne Street, Newtownards",54.38411,-5.545545,Check local listings,,,Portaferry,
Orisha,"19, Fountain Street, Belfast",54.598641,-5.931695,Check local listings,,,Belfast,
The Union Bar,,54.584753,-5.937478,Check local listings,https://www.theunion.bar/,,Queen's Quarter,
Lower Falls Social and Recreation Club,,54.595354,-5.949865,Check local listings,,,Lower Falls,
Sky VIP lounge,,54.603495,-5.91482,Check local listings,,,Sailortown,
Maureen's,"29-30, William O'Brien Street, Mallow",52.136527,-8.642613,Check local listings,https://www.instagram.com/explore/locations/135812776465305/maureens-pub/,,Mallow,Cork
Nancy Mulligans Bar & Kitchen,,54.59934,-5.934332,Check local listings,,,Belfast,
Fountain Bar,,54.647003,-5.920368,Check local listings,,,Greencastle,
The Crosspatrick,,52.772081,-7.60281,Check local listings,,,Crosspatrick,
O Brother Taproom,Greystones,53.161117,-6.10024,Fr-Su 12:00-19:00,https://www.obrotherbrewing.com/belmont,,Windgate,
The Thatch,,53.274249,-7.6105,Check local listings,,,Rahan,Offaly
Harney's Final Furlong,,52.412387,-7.755167,Check local listings,,,Clerihan,
John Jose,,52.144002,-8.397645,Check local listings,,,Ballyhooly,
H. M. Grindel,,52.144218,-8.398131,Check local listings,,,Ballyhooly,
The Shepherds Rest Pub & Campsite,"220, Sixtowns Road, Draperstown",54.750206,-6.896643,Check local listings,https://shepherdsrestpub.com/,,Straw,
